dos_id,name,filed,entity_type,county,jurisdiction,process_name,process_address,process_address_2,process_city,process_state,process_zip
8017350,SULTANI ESSENCE CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Westchester,New York,SULTANI ESSENCE CORP.,372 North Avenue,,New Rochelle,NY,10801
8017351,BALFOUR BEATTY HOLDINGS CORPORATION,2026-09-09,DOMESTIC BUSINESS CORPORATION,Queens,New York,DAVID GEORGE,7512 172ND ST,,FRESH MEADOWS,NY,11366
8017352,SRS GLOBAL GROUP LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,SRS GLOBAL GROUP LLC,1617 EAST 7TH STREET,,BROOKLYN,NY,11230
8017353,THE GILDED DUCK LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,THE GILDED DUCK LLC,1054 E 13th St,,Brooklyn,NY,11230
8017354,THERAPY SCALP AND HAIR CARE CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Nassau,New York,THERAPY SCALP AND HAIR CARE CORP.,3000 LONG BEACH RD,,OCEANSIDE,NY,11572
8017355,EVERWELL FOOD DISTRIBUTION LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Rockland,New York,Everwell Food Distribution LLC,1 Exwcutive Blvd STE 106,,Suffern,NY,10901
8017357,MAXALL AGROUP LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Queens,New York,MAXALL AGROUP LLC,64-11 82 PLACE,BSMT,MIDDLE VILLAGE,NY,11379
8017358,REAL PROPERTY MANAGEMENT NY LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Rockland,New York,Real Property Management NY LLC,2 Walter Drive,,Monsey,NY,10952
8017359,ELEVEN WATERS HOLDINGS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Cayuga,New York,ELEVEN WATERS HOLDINGS LLC,5578 State Route 34,,Auburn,NY,13021
8017360,HOUSE & YARD MANAGEMENT INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Sullivan,New York,HOUSE & YARD MANAGEMENT INC.,59 AUSTRA DRIVE,,SWAN LAKE,NY,12783
8017361,RENAISSANCE GLOBAL BRANDS INC.,2026-09-09,FOREIGN BUSINESS CORPORATION,Queens,Delaware,RENAISSANCE GLOBAL BRANDS INC.,46-24 28th street,,LONG ISLAND CITY,NY,11101
8017364,"ISLANDNAV GRENADA, LLC",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,Inc Authority RA,"42 Broadway, Fl. 12-200",,New York,NY,10004
8017366,REDSRECYCLING LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,REDSRECYCLING LLC,36 Chapel Ave,,Patchogue,NY,11772
8017367,F - R ELITE BLACK CAR SERVICES CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Bronx,New York,FRANCISCO DE LA ROSA MARTE,1387 CASTLE HILL,APT 15C,BRONX,NY,10462
8017368,"ALEXIS P LUNDY, CPA, P.C.",2026-09-09,DOMESTIC PROFESSIONAL SERVICE CORPORATION,Suffolk,New York,"ALEXIS P LUNDY, CPA, P.C.",190 pond view lane,,SMITHTOWN,NY,11787
8017369,"DM MEDICAL SUPPLY, INC.",2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,"DM MEDICAL SUPPLY, INC",276 GREENPOINT AVENUE STE 261,,BROOKLYN,NY,11222
8017370,LOT 205 LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,Richard Rosenberg RWR PC,"200 Robbins Lane, Suite D-1",,Jericho,NY,11753
8017371,MR BITE DELI & GRILL INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,MR BITE DELI & GRILL INC.,177 WILSON AVE,,BROOKLYN,NY,11237
8017372,KRIYA RISHI LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Queens,New York,KRIYA RISHI LLC,8515 253rd St,,Bellerose,NY,11426
8017373,CREWMARK CONSTRUCTION LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Richmond,New York,CREWMARK CONSTRUCTION LLC,44 Stephen Loop,,Staten Island,NY,10314
8017374,LONG ISLAND LUXURY BUILDERS CORPORATION,2026-09-09,DOMESTIC BUSINESS CORPORATION,Queens,New York,AGENTCO CORPORATE SERVICES INC.,2417 JERICHO TPKE. #216,,GARDEN CITY PARK,NY,11040
8017375,"PATHWAY MUSIC & PERFORMING ARTS, INC.",2026-09-09,DOMESTIC NOT-FOR-PROFIT CORPORATION,New York,New York,"PATHWAY MUSIC & PERFORMING ARTS, INC.","suite 1200, 38 w 32nd st",,NEW YORK,NY,10001
8017376,CAROGA WINE AND SPIRITS INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Fulton,New York,CAROGA WINE AND SPIRITS INC.,2039NSTATE HIGHWAY 10,,CAROGA LAKE,NY,12032
8017377,"MALI OTP, LLC",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,"MALI OTP, LLC",1 Central Park West,Apartment #314,New York,NY,10023
8017378,WOODLAWN PIZZERIA AND DELI INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Erie,New York,WOODLAWN PIZZERIA AND DELI INC.,3306 LAKE SHORE RD,,BLASDELL,NY,14219
8017379,ZOAR VALLEY OUTPOST LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Erie,New York,ZOAR VALLEY OUTPOST LLC,13960 Kerr Warner Rd,,Collins,NY,14034
8017380,IAG ENERGY GROUP LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,IAG Energy Group LLC,244 5th Ave G277,,New York,NY,10001
8017382,JB FINE INTERIORS INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Orange,New York,JB FINE INTERIORS INC.,6 KASHONOV WAY UNIT 005,,MONROE,NY,10950
8017383,LEV MEDICAL SUPPLY INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,LEV MEDICAL SUPPLY INC.,2632 EAST 21ST STREET STE 1,,BROOKLYN,NY,11235
8017384,"POWELL MEDICAL WELLNESS, P.C.",2026-09-09,DOMESTIC PROFESSIONAL SERVICE CORPORATION,Monroe,New York,"POWELL MEDICAL WELLNESS, P.C.",25 franklin st.,apt 207,ROCHESTER,NY,14604
8017386,RICHBOYS EXCLUSIVE CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Queens,New York,RICHBOYS EXCLUSIVE CORP,13545 125TH STREET,,SOUTH OZONE PARK,NY,11420
8017387,"STOCKINTELUS, INC.",2026-09-09,DOMESTIC BUSINESS CORPORATION,Rockland,New York,PATRICE LEYS,6 PAUL COURT,,TAPPAN,NY,10983
8017390,20 MANOR ROAD LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,Anubhav Mullick and Michael Murphy,3 Ashleigh Drive,,Saint James,NY,11780
8017392,CUBE SOLVED CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,CUBE SOLVED CORP,285 DIVISION AVE APT 3,,BROOKLYN,NY,11211
8017393,6720 MARTIN STREET LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Oneida,New York,6720 MARTIN STREET LLC,741 Erie Blvd W,,Rome,NY,13440
8017394,"LAND THE PLANE, JACK. LLC",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,"LAND THE PLANE, JACK. LLC",1742 Asharoken Blvd,,Bay Shore,NY,11706
8017396,"CARINGONDEMAND-NURSES, LLC",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Erie,New York,Legalinc Corporate Services Inc.,1967 Wehrle Drive,Suite 1-086,Buffalo,NY,14221
8017398,100-21 NORTHERN BLVD LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,100-21 NOTHERN BLVD LLC,100-21 NOTHERN BLVD,,FLUSHING,NY,11368
8017399,"7922 REALTY, LLC",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,"7922 REALTY, LLC",615 85th Street,,Brooklyn,NY,11209
8017400,PANDA STRATEGIC GROUP LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,PANDA STRATEGIC GROUP LLC,228 Park Ave S #756056,,New York,NY,10003
8017401,VYS CREATIVE STUDIO LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,VYS CREATIVE STUDIO LLC,228 Park Ave S #495005,,New York,NY,10003
8017403,E 89 MAZEL LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,E 89 MAZEL LLC,1274 49TH STREET #626,,BROOKLYN,NY,11219
8017404,CHAMPION OPERATIONS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,Tax Cured LLC,15 Atlantic Ave. STE 309,,Lynbrook,NY,11563
8017405,225W22DLLC LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,225W22DLLC LLC,29 Washington Sq W,,New York,NY,10011
8017407,TORRES STUDIO LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Rockland,New York,TORRES STUDIO LLC,14 Steep Hill Rd,,Nanuet,NY,10954
8017408,HI EMANUEL PROPERTIES LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,Idalia Martinez Marquez,36 E. Cedar St.,,Central Islip,NY,11722
8017409,BACK RENT LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Rockland,New York,BACK RENT LLC,168 East 24th St,,New York,NY,10010
8017410,SPOT CHECK STUDIOS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,SPOT CHECK STUDIOS LLC,624 PRESIDENT ST. STE. 4,,Brooklyn,NY,11215
8017411,PUNNTO.DO CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Queens,New York,ROLFY F GOMEZ VALENZUELA,5929 174TH ST,,FRESH MEADOWS,NY,11365
8017412,GIMGANE 32 LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,GIMGANE 32 LLC,"11 W 32ND ST, STORE #2",,NEW YORK,NY,10001
8017413,ONE ONEIDA GM HOLDINGS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,ONE ONEIDA GM HOLDINGS LLC,"435 WEST 57TH STREET, APT. 17K",,NEW YORK,NY,10019
8017414,THE TENTH LINE INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Rockland,New York,Eamon Donnelly,276 Sickletown Rd,,Orangeburg,NY,10962
8017416,3Q HOSPITALITY GROUP INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Westchester,New York,3Q HOSPITALITY GROUP INC.,"139 N Main St, Ste A",,Port Chester,NY,10573
8017417,ECHO88 MANAGEMENT INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,ECHO88 MANAGEMENT INC.,487 CARLTON AVE 21C,,BROOKLYN,NY,11238
8017420,34 BAILIE LANE LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Orange,New York,34 BAILIE LANE LLC,491 ROUTE 208 SUITE 318,,MONROE,NY,10950
8017424,ALFONSO-KALOUM INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Queens,New York,Janella Grace R. Fenol,189-02 64th Ave,Apt 2-K,Fresh Meadows,NY,11365
8017425,Q HUANG CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,New York,New York,Qingyun Huang,97C Chrystie Street,,New York,NY,10002
8017426,TOP RENOVATIONS GROUP LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,TOP RENOVATIONS GROUP LLC,P.O. BOX 1064,,MASSAPEQUA,NY,11758
8017428,JYR SERVICES INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Orange,New York,JYR SERVICES INC.,3 VAN BUREN DRIVE #305,,MONROE,NY,10950
8017430,MOODY ART ADVISORY LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,CAITLIN ROBIN AND ASSOCIATES,115 BROADWAY,SUITE 1505,NEW YORK,NY,10006
8017431,BSM EXTERMINATOR LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,CORPORATE FILINGS OF NEW YORK,90 STATE STREET,"STE 700, OFFICE 40",ALBANY,NY,12207
8017432,2641 DECATUR LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Westchester,New York,2641 DECATUR LLC,33 SCOTT RD,,GREENWICH,CT,06831
8017433,R STAAR LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,ZENBUSINESS INC.,41 STATE STREET,SUITE 112,ALBANY,NY,12207
8017434,ENCORE 168 FASHION INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,New York,New York,ENCORE 168 FASHION INC.,105 MOTT STREET,7 FL,NEW YORK,NY,10013
8017435,NIGHT MILK INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,New York,New York,NIGHT MILK INC.,1430 broadway,8th floor,NEW YORK,NY,10018
8017436,"670-2 EAST LAKE ROAD, L.L.C.",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Yates,New York,Michael Gays,7790 Belvale Drive,,Alexandria,VA,22315
8017437,ROGERSON OUTDOORS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,NORTHWEST REGISTERED AGENT LLC,418 BROADWAY,STE N,ALBANY,NY,12207
8017439,"ALEX SIGNATURE WINDOWS, INC.",2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,"ALEX SIGNATURE WINDOWS, INC.",2739 EAST 21ST STREET,,BROOKLYN,NY,11235
8017440,"VLIET 1, LLC",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,"VLIET 1, LLC",7 Biers Road,,Coeymans Hollow,NY,12046
8017441,"GREENLYN CAFE, INC.",2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,VAL EXON,P O BOX 263,,BRYN MWAR,PA,19010
8017442,MAGUIRE SUNNYSIDE OWNER LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,MAGUIRE SUNNYSIDE OWNER LLC,400 Madison Avenue Suite 5D,,New York,NY,10017
8017443,TEMA'S TREASURES LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,TEMA'S TREASURES LLC,272a N 3rd Ave,,Bay Shore,NY,11706
8017444,ROTH SERRA LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,NORTHWEST REGISTERED AGENT LLC,418 BROADWAY,STE N,ALBANY,NY,12207
8017446,B KEEPS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,Bianca Palmigiano,67 Renee Pl,,Staten Island,NY,10314
8017447,KHADIM VENTURES GROUP INCORPORATED,2026-09-09,DOMESTIC BUSINESS CORPORATION,Albany,New York,136 WEST 113TH STREET,3B,,NEW YORK,NY,10026
8017448,G & R DELI NY CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,New York,New York,G & R DELI NY CORP,1928 Williamsbridge Rd,,Bronx,NY,10461
8017449,90-47 CORONA SUPERMARKET CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Queens,New York,90-47 CORONA SUPERMARKET CORP.,90-47 CORONA AVENUE,,ELMHURST,NY,11373
8017451,GLAZIX LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,Oleh Bilak,1717 Avenue N apt 1D,,Brooklyn,NY,11230
8017452,538 DELI MART CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Bronx,New York,538 DELI MART CORP.,538 Claremont Pkwy,,Bronx,NY,10457
8017454,"GRAHAM EYE STUDIO, INC.",2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,"GRAHAM EYE STUDIO, INC.",102 Graham Ave,Ground Floor,Brooklyn,NY,11206
8017455,EAST VILLAGE FITNESS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,ACCUMERA LLC,"911 CENTRAL AVE., #101",,ALBANY,NY,12206
8017456,MYRTLE AVE SUPERMAR CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,MYRTLE AVE SUPERMAR CORP.,1470 MYRTLE AVE,,BROOKLYN,NY,11237
8017457,MYRTLE 2626 LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,MYRTLE 2626 LLC,27 Hickory Drive,,Great Neck,NY,11021
8017458,RAPIDHIRE GROUP LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Queens,New York,RapidHire Group LLC,500 8th Avenue FRNT 3 #1882,,New York,NY,10018
8017459,SEIMO LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Westchester,New York,SEIMO LLC,110 coligni ave,,New Rochelle,NY,10801
8017460,EMPIRE LL REALTY 365 CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,Jin Cun Kuang,6319 8th Ave.,,Brooklyn,NY,11220
8017461,SK E-COMMERCE BD LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,SK E-COMMERCE BD LLC,292 WASHINGTON AVE EXT STE 110,,ALBANY,NY,12203
8017462,RIDGE PLAZA HOMES LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Queens,New York,Plaza Homes LLC,147-24 Hillside Avenue,,Jamaica,NY,11435
8017463,DOLGEVILLE BREAD BASKET LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,NORTHWEST REGISTERED AGENT LLC,418 BROADWAY,STE N,ALBANY,NY,12207
8017464,REGULARS GELATO LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,Shant Tawilian,178 N 11th St,#4H,Brooklyn,NY,11211
8017465,CJZ SERVICE INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,New York,New York,CHENGJIE ZHENG,115 E 119TH ST 3D,,NEW YORK,NY,10035
8017466,MISHPUCHA EASTVIEW LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Rockland,New York,Mishpucha Eastview LLC,PO Box 981,,Monsey,NY,10952
8017467,REMOTE-FIELD WORK SERVICES LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,Christopher Dossou,2416 Newkirk Ave,Apt 6E,Brooklyn,NY,11226
8017468,SHIMSKY LABS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Westchester,New York,Imbar Shimshon,15 Round Hill Drive,,Briarcliff Manor,NY,10510
8017469,EMPIRE CASH SOLUTIONS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Dutchess,New York,Empire Cash Solutions LLC,PO Box 61,,Fishkill,NY,12524
8017470,G.GRACE CONSTRUCTION CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Queens,New York,G.GRACE CONSTRUCTION CORP.,42-27 GLEANE ST,,ELMHURST,NY,11373
8017471,2A HALAL FOOD FOOD CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Queens,New York,AHMED RAEIF MOHAMED,2315 30TH AVE,11B,ASTORIA,NY,11102
8017472,MA CPW LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,MA CPW LLC,1019 Ave P Suite 601,,Brooklyn,NY,11223
8017473,KATHS AUTOMOTIVE LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,KATHS AUTOMOTIVE LLC,1740 Carroll St Apt C5,,Brooklyn,NY,11213
8017474,ABR 233RD REALTY LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Bronx,New York,ABR 233RD REALTY LLC,"1961 HOBART AVE, BOX 10",,BRONX,NY,10461
8017475,STARSEA TRAVEL LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Richmond,New York,STARSEA TRAVEL LLC,433 MEDINA ST,,STATEN ISLAND,NY,10306
8017476,AN MASON & CLEANERS CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Suffolk,New York,AN MASON & CLEANERS CORP.,502 POST AVE,,BELLPORT,NY,11713
8017477,1089 ROGERS AVE LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,Smith Properties NY LLC,107 Bannister Lane,,Lawrence,NY,11559
8017478,REIGN PROPERTIES LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,REIGN PROPERTIES LLC,228 Park Ave S #625856,,New York,NY,10003
8017479,NAUMAN PAYMENTS CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Suffolk,New York,NAUMAN PAYMENTS CORP,2 WILMINGTON DR,,MELVILLE,NY,11747
8017480,"CASTRACHO 5STARS FREIGHT, LLC",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Bronx,New York,DAVID HENNIS,3050 PARK AVE APT 14D,,BRONX,NY,10451
8017481,SUN'S HORIZONS DAYCARE CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Bronx,New York,SUN'S HORIZONS DAYCARE CORP.,2523 AQUEDUCT AVE,APT A1,BRONX,NY,10468
8017482,SLS SAFE LITTLE STEPS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,SACHET M WILLIAMS CLARKE,5116 GLENWOOD ROAD,,BROOKLYN,NY,11234
8017483,TMM GRAIN LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,MELINDA MANN,855 EAST 7TH STREET,APT 1P,BROOKLYN,NY,112302226
8017484,MAKAMAH HOLDINGS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,John M. Ioannou,39 Makamah Beach Road,,Northport,NY,11768
8017485,"RIU'S HORIZON, LLC",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Onondaga,New York,"Riu's Horizon, LLC",862 Fyler Road,,Kirkville,NY,13082
8017486,RHS WNY MANAGEMENT LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Erie,New York,KAMAL HOSSAIN,1151 CLEVELAND DR,,CHEEKTOWAGA,NY,14225
8017487,RC WAYPOINT LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,Yuchun Regina Chang,409 Edgecombe Ave Apt 7G,,New York,NY,10032
8017488,70 WATERHOLE LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,c/o the LLC,44 Northfield Road,,Glen Cove,NY,11542
8017489,SHEEPDOG HOLDINGS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Niagara,New York,Anthony J. Kuhn,2988 Upper Mountain Rd,,Sanborn,NY,14132
8017490,1115 STERLING PLACE LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,1115 Sterling Place LLC,697 VAN DAM STREET,,VALLEY STREAM,NY,11581
8017491,L'S CONSULTING SERVICES INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Suffolk,New York,Lavonia Scaggs,3330 Veterans Memorial Highway,,Bohemia,NY,11716
8017492,"BACK HOME HAT COMPANY, LLC",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Saratoga,New York,Thomas Forschner,2101 Ellsworth Blvd,,Ballston Spa,NY,12020
8017493,TC MBELL INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Queens,New York,TC MBELL INC.,38-27 Bell Blvd.,,Bayside,NY,11361
8017494,K & L BROOKLYN LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,K & L BROOKLYN LLC,473 64TH ST,,BROOKLYN,NY,11220
8017495,SCULLY PACKING CO. LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,Larry Devore,27 e 98th st #1,,Brooklyn,NY,11212
8017496,1855 HARRISON NYC LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,1855 Harrison NYC LLC,183 WILSON ST,Apt 253,Brooklyn,NY,11211
8017497,EASY IN-EASY OUT LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,Easy In-Easy Out LLC,99 Wall Street,Suite 1179,New York,NY,10005
8017498,LUMIVRA GLASS CORP.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,LUMIVRA GLASS CORP.,1860 EAST 12TH STREET APT. D2,,BROOKLYN,NY,11229
8017499,"ARMB HOLDINGS, LLC",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,Alex Ritmo,2985 Furbeck Rd.,,Altamont,NY,12009
8017500,SCOUT SERVICES1 LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,SCOUT SERVICES1 LLC,1945 Gaspar Dr,,Oakland,CA,94611
8017501,MAB POOL AND SPA LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,NILO F GUATAMA,47 CLINTON ST,,EAST HAMPTON,NY,11937
8017502,CENTRAL CONNECT LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,Amaury Reynoso Rodriguez,601 West 190th Street,Apt 4,New York,NY,10040
8017503,MARCHMAIN PARTNERS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,NORTHWEST REGISTERED AGENT LLC,418 BROADWAY,STE N,ALBANY,NY,12207
8017504,6TH CORNER DELI AND GRILL INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,6TH CORNER DELI AND GRILL INC.,3059 BRIGHTON 5TH ST,,BROOKLYN,NY,11235
8017505,BROOKLYN ART GARDEN LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,BROOKLYN ART GARDEN LLC,92 3rd St,,Brooklyn,NY,11231
8017506,"293B BREEZWAY, LLC",2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,"293B BREEZWAY, LLC",Wiesel Law P.C.,50 Merrick Road Suite 203,Rockville Centre,NY,11570
8017507,BILLY ZANIEL MEDIA LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,William Daniel,57 Pitt St,Apt 19,New York,NY,10002
8017508,NUTRIMEALS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,NUTRIMEALS LLC,PO Box 10873,,Albany,NY,12201
8017509,BINGO COPILOT LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Onondaga,New York,Leon Przytula II,123 Shoreview Drive,,Liverpool,NY,130902817
8017510,TRADES & LEDGER LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Monroe,New York,Trades &amp; Ledger LLC,13 Park St.,,Fairport,NY,14450
8017511,Q-SAY DEPARTMENT STORE INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Kings,New York,ADNAN HIZAM ALNUMI,1449 BROADWAY,,BROOKLYN,NY,11221
8017512,DML PROPERTY LI LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,David Locker,75 Garden City Avenue,,Point Lookout,NY,11569
8017513,FOOD SAME INC.,2026-09-09,DOMESTIC BUSINESS CORPORATION,Nassau,New York,FOOD SAME INC.,54 LEHIGH LN,,HICKSVILLE,NY,11801
8017514,1596 MAIN ST HOLDINGS LLC,2026-09-09,DOMESTIC LIMITED LIABILITY COMPANY,Westchester,New York,Mohamad Ibrahim,"656 Central Park Ave., 2nd Fl.",,Yonkers,NY,10704
